sp,seed source location,dead,notes,trt,rep,series,subgenus,genetic.lineage,n.kg.ha.yr,p.kg.ha.yr,ht.23.cm,ht.53.cm,ht.82.cm,ht.144.cm,ht.197.cm,bd.246.mm,ht.246.in,ht.246.cm,leaf 1 cm2,leaf 2 cm2,leaf 1 mg,leaf 2 mg,sla 1 cm2 g,sla 2 cm2 g,leaf size cm2,sla cm2 g,harvest day dec 2015,days old,ht cm,stem diam mm,lig diam mm,rel lig size,Percent rust scaleinsects discoloration mildew,winrhizo id,srl cm,srl g,srl cm g,extra root g,total root g,ssd vol cm3,ssd mass g,ssd mg mm3,extra agb g,total agb g,rs,total biomass g,RGR
E. delegatensis,,n,,7,3,Obliquae,E,Ash,50,0,2.8575,3.4925,3.81,3,7,1.1,5,12.7,5.1309,,25.21,,203.5263784,,5.1309,203.5263784,10,349,17.25,1.22,1.22,0,100,del73,246.4937,0.02649,9305.160438,0,0.02649,0.2,0.0586,0.293,0.24901,0.33282,0.079592573,0.35931,0.001029542
E. delegatensis,,n,,7,4,Obliquae,E,Ash,50,0,4.7625,6.35,10.795,17,56,7.1,30,76.2,28.3403,20.3188,215.02,143.1,131.8030881,141.9902166,24.32955,136.8966524,7,346,85,8.82,8.82,0,95,del74,2487.3327,0.44083,5642.385273,7.11791,7.55874,5.426,2.0578,0.379248065,14.82374,17.23966,0.438450642,24.7984,0.071671676
E. delegatensis,,n,,7,5,Obliquae,E,Ash,50,0,3.4925,6.35,8.255,12,42,5.4,25,63.5,18.3664,18.4897,126.82,124.09,144.8225832,149.002337,18.42805,146.9124601,11,350,69.75,8.76,8.76,0,50,del75,2293.2665,0.37023,6194.167139,5.05439,5.42462,6.612,2.5915,0.391938899,12.27694,15.11935,0.358786588,20.54397,0.058697057
E. delegatensis,,n,,8,1,Obliquae,E,Ash,50,12,5.3975,10.16,11.43,16.5,47,7.3,22,55.88,19.8767,22.8865,173.3,181.75,114.695326,125.9229711,21.3816,120.3091486,12,351,62,9.61,11.14,0.159209157,90,del81,2159.8324,0.16608,13004.77119,5.77273,5.93881,6.998,2.8582,0.40843098,13.58149,16.79474,0.353611309,22.73355,0.064767949
E. delegatensis,,n,,8,2,Obliquae,E,Ash,50,12,3.81,8.89,8.89,12.5,36,5.17,20.5,52.07,19.8603,17.3224,243.15,179.21,81.67921036,96.65978461,18.59135,89.16949749,8,347,50.25,6.9,6.9,0,90,del82,1846.1525,0.54399,3393.725068,4.55626,5.10025,4.218,1.5996,0.379231863,8.61154,10.6335,0.479639818,15.73375,0.045342219
E. delegatensis,,n,,8,3,Obliquae,E,Ash,50,12,2.54,6.985,7.62,12,44,7.7,18,45.72,,,,,,,,,11,350,46.25,7.28,8.66,0.18956044,80,del83,2524.6338,0.4636,5445.715703,3.46223,3.92583,3.597,1.5304,0.425465666,10.01346,11.54386,0.340079488,15.46969,0.044199114
E. delegatensis,,n,,8,4,Obliquae,E,Ash,50,12,3.175,6.6675,6.35,13.5,40,7.11,19,48.26,27.0764,22.6222,297.32,292.32,91.06820934,77.38847838,24.8493,84.22834386,6,345,51,9.42,9.42,0,90,del84,3329.631,0.45935,7248.570807,8.7278,9.18715,5.666,2.3506,0.414860572,16.7585,19.69874,0.466382621,28.88589,0.083727217
E. delegatensis,,n,,8,5,Obliquae,E,Ash,50,12,5.3975,11.43,13.335,16,40,4.8,17,43.18,22.4584,20.3337,215.44,257.61,104.2443372,78.93210667,21.39605,91.58822192,13,352,43.5,6.12,6.12,0,100,del85,2641.0881,0.2564,10300.65562,3.10221,3.35861,2.922,1.2802,0.438124572,5.64413,7.39738,0.454026966,10.75599,0.03055679
E. delegatensis,,n,,9,1,Obliquae,E,Ash,100,0,2.8575,7.3025,8.255,18,47,8.22,18,45.72,38.6783,27.977,473.34,311.8,81.71356741,89.72738935,33.32765,85.72047838,8,347,47,9.24,9.24,0,70,del91,1218.1293,0.56137,2169.922333,4.90735,5.46872,8.412,3.2891,0.391000951,18.0124,22.08664,0.247603076,27.55536,0.079410259
E. delegatensis,,n,,9,2,Obliquae,E,Ash,100,0,2.54,3.81,5.715,9,20,2.7,12,30.48,16.8106,10.3575,82.61,72.11,203.4935238,143.6347247,13.58405,173.5641243,11,350,30.5,3.09,5.41,0.750809061,100,del92,1903.0575,0.16585,11474.57039,0,0.16585,0.859,0.289,0.336437718,1.8317,2.27542,0.072887643,2.44127,0.006975057
E. delegatensis,,n,,9,3,Obliquae,E,Ash,100,0,5.3975,2.0955,12.7,25,43,6.5,22,55.88,14.1918,13.6083,126.36,91.71,112.3124406,148.3840366,13.90005,130.3482386,11,350,77.5,9.76,11.26,0.153688525,40,del93,2469.1011,0.29855,8270.310166,11.0151,11.31365,7.948,3.0648,0.385606442,17.08456,20.36743,0.555477544,31.68108,0.090517371
E. delegatensis,,n,,9,4,Obliquae,E,Ash,100,0,5.715,6.6675,10.795,18,41,7.24,18,45.72,19.9779,34.5986,241.17,547.93,82.83741759,63.14419725,27.28825,72.99080742,8,347,49,8.37,8.37,0,90,del94,1646.3645,0.36491,4511.700145,4.34459,4.7095,4.429,1.8524,0.418243396,9.44899,12.09049,0.38952102,16.79999,0.048414957
E. delegatensis,,n,,9,5,Obliquae,E,Ash,100,0,3.4925,5.715,9.525,16,45,7,20,50.8,,,,,,,,,12,351,56,9.44,9.44,0,90,del95,2398.2403,0.34037,7045.980257,4.4631,4.80347,8.258,3.2816,0.397384355,9.62135,12.90295,0.372276882,17.70642,0.050445641
E. delegatensis,,n,,10,1,Obliquae,E,Ash,100,12,3.81,5.08,7.62,12,24,3,14,35.56,12.8048,6.9522,65.36,35.52,195.9118727,195.7263514,9.8785,195.819112,13,352,39,5.5,5.5,0,100,del101,1774.3014,0.26229,6764.655153,0,0.26229,1.446,0.5251,0.363139696,1.51793,2.14391,0.122341889,2.4062,0.006835795
E. delegatensis,,n,,10,2,Obliquae,E,Ash,100,12,2.54,5.3975,6.35,10,19,3,9,22.86,15.0015,10.5878,112.52,86.85,133.3229648,121.9090386,12.79465,127.6160017,11,350,39,3.62,4.61,0.273480663,100,del102,1556.726,0.18129,8586.938055,0.53374,0.71503,0.93,0.3578,0.384731183,2.48276,3.03993,0.235212653,3.75496,0.010728457
E. delegatensis,,n,,10,3,Obliquae,E,Ash,100,12,3.175,5.3975,6.985,11,21,2.7,11,27.94,,,,,,,,,5,344,24.5,4.17,4.17,0,100,del103,1442.2196,0.21668,6655.988555,0.44608,0.66276,2.101,0.7005,0.333412661,4.13269,4.83319,0.137126825,5.49595,0.015976599
E. delegatensis,,n,,10,4,Obliquae,E,Ash,100,12,2.54,6.985,8.255,15,42,6.9,27,68.58,10.2638,12.5038,61.64,69.01,166.5120052,181.1882336,11.3838,173.8501194,5,344,75,8.3,8.3,0,60,del104,2417.0795,0.41869,5772.957319,7.2147,7.63339,6.65,2.668,0.401203008,12.51549,15.31414,0.498453717,22.94753,0.066707936
E. delegatensis,,n,,10,5,Obliquae,E,Ash,100,12,2.54,4.1275,5.08,7,16,2,9,22.86,23.4919,18.0739,142.88,123.96,164.4169933,145.8042917,20.7829,155.1106425,13,352,28,2.47,3.52,0.425101215,100,del105,932.6247,0.14612,6382.594443,0,0.14612,0.558,0.2001,0.358602151,1.24103,1.70797,0.085551854,1.85409,0.005267301
E. globulus,,n,extra agb mission,1,1,Viminales,S,WBgum,0,0,8.255,12.7,12.7,14,51,6.7,28.5,72.39,31.8018,27.6728,249.47,250.3,127.4774522,110.5585298,29.7373,119.017991,3,342,76,6.9,11.67,0.691304348,60,glo11,1184.0491,0.29959,3952.231717,5.53138,5.83097,6.254,2.985,0.477294531,,,,,
E. globulus,,n,,1,2,Viminales,S,WBgum,0,0,9.525,16.8275,18.415,22,36,3.5,20,50.8,22.1955,22.685,211.9,192.27,104.7451628,117.9851251,22.44025,111.3651439,3,342,53.5,3.1,9.24,1.980645161,30,glo12,1352.6746,0.3842,3520.756377,2.5459,2.9301,1.978,0.9262,0.468250758,4.8789,6.20927,0.471891221,9.13937,0.026723304
E. globulus,,n,,1,3,Viminales,S,WBgum,0,0,10.16,17.145,20.32,27,59,5.3,25.5,64.77,31.8884,19.8488,289.42,217.94,110.1803607,91.07460769,25.8686,100.6274842,3,342,67.5,5.74,17.76,2.094076655,40,glo13,2211.3221,0.37537,5891.046434,6.25114,6.62651,2.756,1.2885,0.467525399,12.12397,13.91983,0.476048199,20.54634,0.060077018
E. globulus,,n,,1,4,Viminales,S,WBgum,0,0,12.7,19.685,22.86,25,35,3.1,14,35.56,18.8814,9.1836,192.5,134.48,98.08519481,68.28970851,14.0325,83.18745166,3,342,37.5,2.58,2.58,0,50,glo14,1367.0114,0.2546,5369.251375,1.38629,1.64089,1.35,0.6418,0.475407407,4.13476,5.10354,0.321519965,6.74443,0.019720556
E. globulus,,n,,1,5,Viminales,S,WBgum,0,0,12.065,17.145,20.955,30,57,7.5,29,73.66,65.3063,53.7238,418.7,383.54,155.973967,140.0735256,59.51505,148.0237463,3,342,80.5,8.5,20.15,1.370588235,50,glo15,1532.8259,0.2781,5511.779576,8.9588,9.2369,7.022,3.1301,0.445756195,24.6545,28.58684,0.323117211,37.82374,0.110595731
E. globulus,,n,,2,1,Viminales,S,WBgum,0,12,9.525,22.86,24.765,30,54,8,25,63.5,23.5954,14.4671,245.3,128.98,96.18997146,112.165452,19.03125,104.1777117,3,342,,7.62,13.86,0.818897638,,glo21,2404.375,0.38477,6248.862957,8.94462,9.32939,4.85,2.299,0.474020619,14.82875,17.50203,0.533046167,26.83142,0.078454444
E. globulus,,n,,2,2,Viminales,S,WBgum,0,12,10.4775,20.32,22.86,26,50,5.1,26,66.04,33.3943,35.3869,240.85,282.48,138.651858,125.2722317,34.3906,131.9620448,3,342,69,5.59,11.54,1.064400716,10,glo22,2762.2651,0.42364,6520.312293,5.4695,5.89314,3.244,1.4886,0.458877928,8.66328,10.67521,0.552039726,16.56835,0.048445468
E. globulus,,n,,2,3,Viminales,S,WBgum,0,12,10.16,19.05,,13.5,19,2.2,7,17.78,,,,,,,,,13,352,20.25,2.12,2.85,0.344339623,100,glo23,870.2916,0.13536,6429.45922,0.26954,0.4049,0.253,0.1073,0.424110672,0.88923,0.99653,0.406309895,1.40143,0.003981335
E. globulus,,n,,2,4,Viminales,S,WBgum,0,12,6.985,16.51,17.78,20,46,6.4,22,55.88,17.9059,45.8588,124.06,509.8,144.332581,89.95449196,31.88235,117.1435365,3,342,57.5,6.09,13.4,1.200328407,50,glo24,1193.6267,0.22172,5383.48683,4.8076,5.02932,3.918,1.8447,0.470826953,13.47148,15.95004,0.315317078,20.97936,0.061343158
E. globulus,,n,,2,5,Viminales,S,WBgum,0,12,8.89,21.59,26.67,31,57,5.9,26,66.04,32.9935,47.5225,263.82,383.81,125.0606474,123.8177744,40.258,124.4392109,3,342,71,6.11,11.81,0.93289689,50,glo25,1859.5333,0.34249,5429.452831,6.51512,6.85761,4.334,1.9196,0.442916474,12.35698,14.92421,0.459495678,21.78182,0.063689532
E. globulus,,n,extra agb mission,3,1,Viminales,S,WBgum,12,0,10.795,19.05,24.13,32,45,4.7,21,53.34,13.4982,18.7452,89.3,110.82,151.1556551,169.1499729,16.1217,160.152814,3,342,55.5,5.47,10.01,0.829981718,40,glo31,2409.9432,0.32091,7509.716743,2.80949,3.1304,3.212,1.4909,0.464165629,,,,,
E. globulus,,n,,3,2,Viminales,S,WBgum,12,0,5.715,18.415,24.13,31,59,6.8,34,86.36,56.4343,39.2515,305.99,255.67,184.4318442,153.524074,47.8429,168.9779591,3,342,92,7.47,15.01,1.009370817,10,glo32,1442.4404,0.23874,6041.888247,7.2906,7.52934,7.73,3.4656,0.448331177,19.02775,23.05501,0.326581511,30.58435,0.089427924
E. globulus,,n,,3,3,Viminales,S,WBgum,12,0,12.7,20.955,24.765,33,64,7.1,30,76.2,59.9288,43.7143,533.83,425.73,112.2619561,102.6808071,51.82155,107.4713816,3,342,82.5,7.65,17.21,1.249673203,50,glo33,2123.4517,0.45349,4682.466427,13.449,13.90249,6.516,2.9566,0.453744629,18.67271,22.58887,0.615457524,36.49136,0.106699883
E. globulus,,n,,3,4,Viminales,S,WBgum,12,0,7.62,12.065,16.51,23,42,5.5,20,50.8,45.2343,42.3988,473.44,284.67,95.54389152,148.9401763,43.81655,122.2420339,3,342,47.5,4.99,15.36,2.078156313,80,glo34,2823.5575,0.53903,5238.21958,7.1108,7.64983,2.809,1.2909,0.459558562,9.67532,11.72433,0.652474811,19.37416,0.056649591
E. globulus,,n,,3,5,Viminales,S,WBgum,12,0,7.62,18.0975,20.955,22.5,51,7.2,24,60.96,30.1052,39.0112,259.97,298.59,115.8025926,130.6513949,34.5582,123.2269937,3,342,62.5,7.52,13.13,0.746010638,40,glo35,2046.0284,0.52593,3890.305554,14.868,15.39393,5.864,2.7995,0.477404502,20.47391,23.83197,0.64593611,39.2259,0.114695614
E. globulus,,n,,4,1,Viminales,S,WBgum,12,12,8.89,18.0975,25.4,34,54,6.8,25,63.5,53.3926,31.9744,502.68,394.77,106.2158829,80.99500975,42.6835,93.60544631,3,342,63,6.69,14.36,1.146487294,40,glo41,1130.5876,0.14239,7940.077253,13.1024,13.24479,4.826,2.3733,0.491773726,18.64197,21.91272,0.604433863,35.15751,0.102799737
E. globulus,,y,,4,2,Viminales,S,WBgum,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. globulus,,n,,4,3,Viminales,S,WBgum,12,12,7.62,12.7,14.605,20,49,5.5,21,53.34,32.986,36.6657,349.36,380.24,94.41836501,96.42778245,34.82585,95.42307373,3,342,53,6.19,10.47,0.691437803,80,glo43,1046.0546,0.11712,8931.477117,3.331,3.44812,5.351,2.2716,0.424518782,12.66269,15.66389,0.220131781,19.11201,0.05588307
E. globulus,,n,,4,4,Viminales,S,WBgum,12,12,7.9375,16.51,20.32,25,56,7.4,30,76.2,49.2389,32.6219,293.02,201.67,168.039383,161.7588139,40.9304,164.8990984,3,342,80,8.96,20.87,1.329241071,70,glo44,2035.2156,0.35424,5745.301491,7.39185,7.74609,6.691,3.2033,0.478747571,18.56306,22.26105,0.347966066,30.00714,0.087740175
E. globulus,,n,,4,5,Viminales,S,WBgum,12,12,6.35,18.415,22.86,28,54,6.2,22,55.88,25.0431,35.8646,120.24,172.59,208.2759481,207.802306,30.45385,208.0391271,3,342,54.5,6.84,15.51,1.26754386,20,glo45,1479.2105,0.26223,5640.889677,5.91506,6.17729,3.993,1.6012,0.401001753,11.34645,13.24048,0.466545775,19.41777,0.056777105
E. globulus,,n,extra agb mission,5,1,Viminales,S,WBgum,24,0,10.16,20.32,22.86,32,37,4.6,15,38.1,17.6794,20.5843,168.82,140.46,104.723374,146.5491955,19.13185,125.6362848,4,343,51.5,6.17,9.14,0.481361426,60,glo51,1573.7039,0.32874,4787.07763,3.35627,3.68501,3.154,1.3386,0.424413443,,,,,
E. globulus,,n,,5,2,Viminales,S,WBgum,24,0,6.35,13.97,17.78,25,53,8.18,25,63.5,57.7883,27.2301,520.02,280.42,111.127072,97.10470009,42.5092,104.1158861,3,342,63,8.65,15.72,0.81734104,70,glo52,1954.2288,0.50226,3890.870864,16.4803,16.98256,6.645,3.05,0.458991723,19.59292,23.44336,0.724408105,40.42592,0.118204444
E. globulus,,n,,5,3,Viminales,S,WBgum,24,0,7.9375,15.24,20.32,23,52,6.1,27,68.58,47.4439,34.4837,416.17,316.67,114.0012495,108.8947485,40.9638,111.447999,3,342,75.5,7.49,18.81,1.511348465,40,glo53,1702.8206,0.30377,5605.62465,11.4951,11.79887,5.923,2.8467,0.48061793,21.36389,24.94343,0.473025161,36.7423,0.107433626
E. globulus,,y,,5,4,Viminales,S,WBgum,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. globulus,,n,,5,5,Viminales,S,WBgum,24,0,10.795,16.51,23.495,30,55,6.6,26,66.04,45.2045,16.7613,431.3,145.9,104.8098771,114.882111,30.9829,109.8459941,3,342,72,6.15,12.36,1.009756098,50,glo55,1519.7671,0.25963,5853.588183,6.237,6.49663,5.028,2.6087,0.518834527,17.51432,20.70022,0.313843524,27.19685,0.079522953
E. globulus,,n,,6,1,Viminales,S,WBgum,24,12,9.525,17.145,20.32,26,47,6,24,60.96,29.4247,30.6775,215.02,265.84,136.8463399,115.3983599,30.0511,126.1223499,3,342,68.5,6.7,16.4,1.447761194,50,glo61,2006.0832,0.48051,4174.904164,5.63804,6.11855,5.191,2.4296,0.46804084,20.04633,22.95679,0.266524632,29.07534,0.085015614
E. globulus,,n,,6,2,Viminales,S,WBgum,24,12,10.795,19.685,27.94,34,65,6.5,30,76.2,47.1847,31.0571,386.58,261.93,122.0567541,118.5702287,39.1209,120.3134914,3,342,81.5,6.79,12.75,0.877761414,50,glo62,2275.0771,0.27336,8322.64084,14.82522,15.09858,6.151,3.0433,0.494765079,21.20143,24.89324,0.60653334,39.99182,0.116935146
E. globulus,,n,,6,3,Viminales,S,WBgum,24,12,11.43,15.24,19.685,22.5,34,3.6,13,33.02,6.3593,16.3762,99.14,178.73,64.14464394,91.62535668,11.36775,77.88500031,3,342,35,4.61,4.61,0,100,glo63,985.3728,0.2071,4757.956543,0.78555,0.99265,3.003,1.1286,0.375824176,6.54932,7.95579,0.124770764,8.94844,0.026165029
E. globulus,,n,,6,4,Viminales,S,WBgum,24,12,7.3025,15.24,19.05,24,23,3.8,10,25.4,10.5583,11.6129,94.94,88.19,111.210238,131.6804626,11.0856,121.4453503,3,342,26,4.76,10.07,1.115546218,60,glo64,1970.2613,0.22696,8681.094907,1.85922,2.08618,1.821,0.6859,0.376661175,6.28165,7.15068,0.29174568,9.23686,0.027008363
E. globulus,,n,,6,5,Viminales,S,WBgum,24,12,6.35,12.065,19.05,26,50,5.34,24,60.96,48.2743,64.7227,357.62,545.89,134.9876964,118.56363,56.4985,126.7756632,3,342,61.5,8.74,14.3,0.636155606,90,glo65,2753.6811,0.57227,4811.856466,16.164,16.73627,8.461,3.7096,0.438435173,24.22441,28.83752,0.5803644,45.57379,0.133256696
E. globulus,,n,,7,1,Viminales,S,WBgum,50,0,8.5725,17.78,24.765,29,60,6.5,28,71.12,7.5446,10.3039,85.47,110.68,88.27190827,93.0963137,8.92425,90.68411098,3,342,76,6.5,10.3,0.584615385,90,glo71,2546.7195,0.43986,5789.841086,6.88457,7.32443,3.845,1.9563,0.508790637,10.36499,12.51744,0.585138015,19.84187,0.058017164
E. globulus,,n,,7,2,Viminales,S,WBgum,50,0,6.35,13.97,17.78,25.5,42,4.9,18,45.72,17.3508,35.2518,275.27,467.67,63.03193228,75.37750978,26.3013,69.20472103,3,342,36.5,5.45,7.99,0.466055046,60,glo72,2468.3546,0.16903,14603.05626,3.05631,3.22534,2.714,1.1057,0.407406043,9.42951,11.27815,0.2859813,14.50349,0.042407865
E. globulus,,n,,7,3,Viminales,S,WBgum,50,0,9.525,18.415,20.955,30,60,8.2,21,53.34,32.7733,25.1437,319.94,146.84,102.4357692,171.2319531,28.9585,136.8338612,3,342,80,9.13,15.58,0.706462212,50,glo73,2276.2448,,,13.3175,13.3175,7.605,3.5146,0.462143327,27.17609,31.15747,0.42742559,44.47497,0.130043772
E. globulus,,n,extra bgb replaced (original value=0.7702),7,4,Viminales,S,WBgum,50,0,11.43,17.78,20.955,32,59,7.2,27,68.58,29.8824,24.2821,240.19,230.88,124.4115076,105.1719508,27.08225,114.7917292,3,342,74.5,7.89,14.79,0.874524715,30,glo74,1903.8121,,,18.6394,18.6394,6.876,3.1922,0.464252472,22.6995,26.36277,0.707034959,45.00217,0.131585292
E. globulus,,n,,7,5,Viminales,S,WBgum,50,0,12.7,17.78,24.765,,58,8,29,73.66,38.951,31.4944,339.23,300.93,114.8218023,104.656897,35.2227,109.7393496,3,342,82.5,8.65,26.17,2.025433526,30,glo75,1222.6781,0.32452,3767.650992,9.5012,9.82572,8.001,3.531,0.441319835,28.08579,32.25695,0.304607844,42.08267,0.123048743
E. globulus,,n,,8,1,Viminales,S,WBgum,50,12,6.6675,15.24,18.415,25,56,6.8,28,71.12,52.7142,40.8303,378.91,326.2,139.1206355,125.1695279,46.77225,132.1450817,3,342,83.5,8.15,15.4,0.889570552,30,glo81,2920.2102,0.43597,6698.190701,11.135,11.57097,7.036,3.5846,0.509465605,23.63082,27.92053,0.414425156,39.4915,0.115472222
E. globulus,,n,,8,2,Viminales,S,WBgum,50,12,9.525,15.875,21.59,29,47,5,25,63.5,57.7143,39.3424,434.9,300.09,132.7070591,131.1020027,48.52835,131.9045309,3,342,66,5.16,5.16,0,30,glo82,2835.9038,0.46803,6059.235092,5.6819,6.14993,3.876,2.0443,0.527425181,18.17619,20.95548,0.293475979,27.10541,0.079255585
E. globulus,,n,,8,3,Viminales,S,WBgum,50,12,9.525,16.8275,17.145,29.5,46,4.2,22,55.88,25.7032,23.8603,257.27,242.4,99.90749019,98.43358086,24.78175,99.17053552,11,350,62.5,4.62,9.12,0.974025974,50,glo83,1380.5619,0.17285,7987.051779,2.0905,2.26335,1.966,0.9089,0.462309257,7.54387,8.95244,0.252819343,11.21579,0.032045114
E. globulus,,n,,8,4,Viminales,S,WBgum,50,12,5.3975,11.43,14.605,24,42,3.5,22,55.88,20.7816,22.1394,119.72,99.64,173.5850317,222.193898,21.4605,197.8894649,3,342,69.5,3.51,10.84,2.088319088,30,glo84,1725.0821,0.206,8374.184951,4.48001,4.68601,1.756,0.8622,0.491002278,5.8613,6.94286,0.674939434,11.62887,0.034002544
E. globulus,,n,,8,5,Viminales,S,WBgum,50,12,5.08,13.97,21.59,33,66,9.37,31,78.74,24.0607,28.5493,184.94,215.12,130.1000324,132.7133693,26.305,131.4067009,3,342,90,8.55,14.84,0.735672515,40,glo85,1947.4113,0.46075,4226.611612,17.6977,18.15845,7.971,3.8809,0.486877431,24.81437,29.09533,0.624101875,47.25378,0.138168947
E. globulus,,n,,9,1,Viminales,S,WBgum,100,0,6.35,14.605,16.51,26,58,7.1,28,71.12,46.4091,34.4478,384.98,280.87,120.5493792,122.6467761,40.42845,121.5980776,3,342,85,7.95,17.52,1.203773585,40,glo91,1922.8159,0.38982,4932.573752,12.04856,12.43838,6.321,2.8568,0.451953805,19.10433,22.62698,0.549714544,35.06536,0.102530292
E. globulus,,n,,9,2,Viminales,S,WBgum,100,0,6.985,12.065,15.875,28,49,5.8,24,60.96,15.8296,20.0272,115.1,115.82,137.5291051,172.9165947,17.9284,155.2228499,9,348,79,6.52,11.5,0.763803681,50,glo92,2186.7712,0.46018,4751.99096,4.62591,5.08609,3.481,1.7074,0.490491238,15.61759,17.55591,0.289708138,22.642,0.065063218
E. globulus,,n,,9,3,Viminales,S,WBgum,100,0,6.35,17.145,21.59,30,33,8.3,29,73.66,23.415,37.6008,196.83,299.86,118.9605243,125.3945174,30.5079,122.1775209,3,342,83.5,9.46,15.54,0.642706131,0,glo93,2224.3938,0.34481,6451.071025,14.13543,14.48024,7.313,3.3717,0.461055654,22.9003,26.76869,0.540939433,41.24893,0.120610906
E. globulus,,n,,9,4,Viminales,S,WBgum,100,0,8.255,17.78,24.765,36,55,6.2,29,73.66,28.3804,23.3459,260.21,182.97,109.0672918,127.5941411,25.86315,118.3307165,3,342,97,6.76,13.1,0.937869822,50,glo94,2079.7056,0.42539,4888.938621,10.667,11.09239,4.397,1.9077,0.433863998,15.17473,17.52561,0.632924617,28.618,0.083678363
E. globulus,,n,,9,5,Viminales,S,WBgum,100,0,6.985,20.0025,28.448,43,74,9.9,39,99.06,41.413,35.4348,270.11,236.8,153.3190182,149.6402027,38.4239,151.4796104,3,342,102,8.68,17.67,1.035714286,,glo95,2341.0177,0.33256,7039.384472,11.2094,11.54196,8.104,3.8197,0.471335143,29.9435,34.27011,0.336793783,45.81207,0.133953421
E. globulus,,n,,10,1,Viminales,S,WBgum,100,12,6.35,13.97,19.05,27,46,8.4,25,63.5,13.5429,24.4725,160.55,166.08,84.35316101,147.353685,19.0077,115.853423,4,343,79.5,7.44,18.19,1.444892473,,glo101,2410.9381,0.31664,7614.129927,11.72212,12.03876,6.665,3.0245,0.453788447,23.43448,26.78561,0.44944879,38.82437,0.113190583
E. globulus,,n,,10,2,Viminales,S,WBgum,100,12,10.795,17.4625,25.4,30,58,7.3,30,76.2,30.5803,22.0086,265.67,179.98,115.1063349,122.2835871,26.29445,118.694961,3,342,88.5,8.66,12.62,0.457274827,60,glo102,986.7654,0.35973,2743.072304,12.81746,13.17719,6.94,3.0498,0.43945245,19.99163,23.48708,0.561039942,36.66427,0.107205468
E. globulus,,n,,10,3,Viminales,S,WBgum,100,12,7.62,15.875,22.225,33,64,8.1,31,78.74,43.9732,36.6345,381.94,309.86,115.1311724,118.2292003,40.30385,116.6801864,3,342,95,9.09,17.8,0.95819582,30,glo103,1818.9239,0.45024,4039.898499,11.3638,11.81404,8.399,3.9614,0.471651387,25.90591,30.55911,0.386596337,42.37315,0.123898099
E. globulus,,n,,10,4,Viminales,S,WBgum,100,12,7.3025,17.145,17.78,27,47,8.2,25,63.5,62.52,42.4206,430.03,277.29,145.3852057,152.9827978,52.4703,149.1840017,3,342,69.5,7.92,19.6,1.474747475,40,glo104,1684.9908,0.43741,3852.199995,25.302,25.73941,6.583,3.874,0.588485493,21.42784,26.00916,0.989628654,51.74857,0.151311608
E. globulus,,n,,10,5,Viminales,S,WBgum,100,12,8.89,17.78,22.225,27,49,6.9,26,66.04,45.2667,31.5796,359.47,271.73,125.9262247,116.2168329,38.42315,121.0715288,3,342,75,7.75,15.5,1,20,glo105,1840.4055,0.27344,6730.564292,18.563,18.83644,6.273,2.8634,0.456464212,19.33694,22.83154,0.825018374,41.66798,0.121836199
E. gunnii,,n,,1,1,Viminales,S,AlpWBYgum,0,0,3.175,5.715,8.89,10,23,2,10,25.4,7.0096,,44.48,,157.5899281,,7.0096,157.5899281,4,343,24,2.66,2.66,0,95,gun11,1054.7831,,,0.88201,0.88201,0.747,0.3549,0.475100402,0.4792,0.87858,1.003904027,1.76059,0.005132915
E. gunnii,,n,,1,2,Viminales,S,AlpWBYgum,0,0,3.4925,5.715,8.89,8.5,26,3.09,12,30.48,4.2156,4.7636,38.88,34.25,108.4259259,139.0832117,4.4896,123.7545688,8,347,32.25,3.39,3.39,0,60,gun12,1355.056,0.36168,3746.560495,1.40232,1.764,1.096,0.5505,0.502281022,1.90019,2.52382,0.698940495,4.28782,0.01235683
E. gunnii,,n,,1,3,Viminales,S,AlpWBYgum,0,0,4.7625,7.9375,11.43,15,23,2.8,10,25.4,2.3492,1.3454,29.62,15.95,79.31127616,84.35109718,1.8473,81.83118667,8,347,24,3.19,3.19,0,90,gun13,1363.6184,0.24918,5472.423148,0.68315,0.93233,0.319,0.163,0.510971787,1.07925,1.28782,0.72395987,2.22015,0.006398127
E. gunnii,,n,,1,4,Viminales,S,AlpWBYgum,0,0,1.5875,2.54,5.08,4,12,2.2,5,12.7,,,,,,,,,8,347,12.75,1.68,1.68,0,100,gun14,1287.9041,0.19792,6507.195331,0,0.19792,0.145,0.0765,0.527586207,0.019332,0.095832,2.065280908,0.293752,0.000846548
E. gunnii,,y,,1,5,Viminales,S,AlpWBYgum,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. gunnii,,n,,2,1,Viminales,S,AlpWBYgum,0,12,2.8575,5.715,8.89,11,13,1.8,6,15.24,2.8396,2.7097,35.05,39.34,81.01569187,68.87900356,2.77465,74.94734771,9,348,15,2.35,2.35,0,60,gun21,1563.7202,0.1802,8677.692564,0.29867,0.47887,0.397,0.1402,0.353148615,0.37666,0.59125,0.809928118,1.07012,0.003075057
