sp,seed source location,dead,notes,trt,rep,series,subgenus,genetic.lineage,n.kg.ha.yr,p.kg.ha.yr,ht.23.cm,ht.53.cm,ht.82.cm,ht.144.cm,ht.197.cm,bd.246.mm,ht.246.in,ht.246.cm,leaf 1 cm2,leaf 2 cm2,leaf 1 mg,leaf 2 mg,sla 1 cm2 g,sla 2 cm2 g,leaf size cm2,sla cm2 g,harvest day dec 2015,days old,ht cm,stem diam mm,lig diam mm,rel lig size,Percent rust scaleinsects discoloration mildew,winrhizo id,srl cm,srl g,srl cm g,extra root g,total root g,ssd vol cm3,ssd mass g,ssd mg mm3,extra agb g,total agb g,rs,total biomass g,RGR
E. rubida,,n,,4,3,Viminales,S,WBgum,12,12,2.2225,3.4925,4.445,4,8,0.7,4,10.16,,,,,,,,,9,348,9,6.9,6.9,0,100,rub43,122.4238,0.01224,10001.94444,0,0.01224,,,,0.15935,0.15935,0.076812049,0.17159,0.000493075
E. rubida,,n,,4,4,Viminales,S,WBgum,12,12,3.81,6.6675,13.335,20.5,42,3.3,21,53.34,9.8701,9.243,45.3,44.1,217.8830022,209.5918367,9.55655,213.7374195,7,346,74.75,5.37,11.39,1.121042831,80,rub44,2187.4702,0.31945,6847.613711,1.40798,1.72743,1.582,0.6801,0.429898862,6.6773,7.4468,0.231969437,9.17423,0.026515116
E. rubida,,n,,4,5,Viminales,S,WBgum,12,12,3.4925,8.5725,16.51,25,44,3.7,19,48.26,3.0125,4.646,22.4,33.7,134.4866071,137.8635015,3.82925,136.1750543,5,344,48,4.87,9.49,0.948665298,70,rub45,2061.5659,0.32954,6255.889725,2.7201,3.04964,1.548,0.7523,0.485981912,3.45093,4.25933,0.715990543,7.30897,0.021247006
E. rubida,,n,,5,1,Viminales,S,WBgum,24,0,3.4925,8.255,16.51,25.5,34,3,24,60.96,5.7907,6.6744,28.8,32.1,201.0659722,207.9252336,6.23255,204.4956029,12,351,67.5,4.5,7.32,0.626666667,50,rub51,722.4867,0.2018,3580.211596,2.18226,2.38406,2.037,0.9418,0.462346588,4.54126,5.54396,0.430028355,7.92802,0.022586952
E. rubida,,n,,5,2,Viminales,S,WBgum,24,0,3.175,6.35,10.16,10.5,31,4,21.5,54.61,3.9412,4.7897,28.3,31.2,139.2650177,153.5160256,4.36545,146.3905217,3,342,55.5,5.16,10.55,1.044573643,5,rub52,1859.6069,0.25472,7300.592415,6.7797,7.03442,2.156,0.8928,0.414100186,4.02362,4.97592,1.413692342,12.01034,0.035117953
E. rubida,,n,,5,3,Viminales,S,WBgum,24,0,2.8575,4.7625,4.445,4,12,1.1,8,20.32,,,,,,,,,8,347,20.5,1.95,8.09,3.148717949,80,rub53,645.9835,0.2131,3031.36321,0,0.2131,0.169,0.0798,0.472189349,0.59472,0.67452,0.315928364,0.88762,0.002557983
E. rubida,,n,,5,4,Viminales,S,WBgum,24,0,3.81,4.1275,3.81,3,8,0.9,5,12.7,1.7287,1.089,11.9,7.1,145.2689076,153.3802817,1.40885,149.3245946,5,344,24.5,1.97,6.18,2.137055838,20,rub54,1620.4623,0.2721,5955.392503,0,0.2721,0.113,0.0557,0.492920354,0.60211,0.67681,0.402033067,0.94891,0.002758459
E. rubida,,n,,5,5,Viminales,S,WBgum,24,0,3.81,7.62,9.525,10,22,2,12,30.48,2.8439,3.3695,18.6,19.2,152.8978495,175.4947917,3.1067,164.1963206,13,352,31.25,3.1,7.75,1.5,60,rub55,1008.245,0.19626,5137.292367,,,0.331,0.1635,0.493957704,0.95358,1.15488,,,
E. rubida,,n,"SLA, SSD, SRL, bgb missing",6,1,Viminales,S,WBgum,24,12,3.81,6.6675,8.255,7,6,0.6,4,10.16,,,,,,,,,9,348,7,0.75,0.75,0,80,,,,,,,,,,0.06422,0.06422,,,
E. rubida,,y,,6,2,Viminales,S,WBgum,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. rubida,,n,,6,3,Viminales,S,WBgum,24,12,3.81,9.525,13.97,13,34,2.8,15,38.1,6.5422,4.0255,31.4,21.5,208.3503185,187.2325581,5.28385,197.7914383,13,352,40.5,3.54,11.06,2.124293785,60,rub63,1067.5752,0.17853,5979.808436,0.91834,1.09687,1.081,0.4878,0.451248844,2.12237,2.66307,0.411881776,3.75994,0.010681648
E. rubida,,n,super red,6,4,Viminales,S,WBgum,24,12,2.2225,4.445,4.445,3,3,0.7,2,5.08,,,,,,,,,4,343,4.5,0.75,0.75,0,60,rub64,406.3794,0.01883,21581.48699,0,0.01883,,,,0.04333,0.04333,0.43457189,0.06216,0.000181224
E. rubida,,n,,6,5,Viminales,S,WBgum,24,12,2.2225,5.3975,10.795,16,32,3.8,14,35.56,,,,,,,,,13,352,36.75,4.45,7.38,0.658426966,90,rub65,1467.4567,0.26488,5540.081169,1.56199,1.82687,1.182,0.5175,0.437817259,3.03339,3.55089,0.514482285,5.37776,0.015277727
E. rubida,,n,,7,1,Viminales,S,WBgum,50,0,5.3975,10.16,13.335,13,30,3,16,40.64,4.0401,4.4092,24.3,24.8,166.2592593,177.7903226,4.22465,172.0247909,13,352,52.5,3.66,7.28,0.989071038,80,rub71,958.3931,0.15005,6387.158281,0.63108,0.78113,0.927,0.429,0.462783172,1.88866,2.36676,0.330041914,3.14789,0.008942869
E. rubida,,n,,7,2,Viminales,S,WBgum,50,0,3.81,10.16,15.875,21.5,33,6.6,13,33.02,12.2492,12.6102,159.5,187.1,76.79749216,67.39818279,12.4297,72.09783748,5,344,33.25,6.12,8.33,0.361111111,70,rub72,1533.3535,0.46554,3293.709456,7.9418,8.40734,3.002,1.1948,0.398001332,12.92322,14.46462,0.581234765,22.87196,0.066488256
E. rubida,,n,,7,3,Viminales,S,WBgum,50,0,4.445,10.16,15.875,29.5,45,4.4,19,48.26,6.1732,3.3769,25.7,11.9,240.2023346,283.7731092,4.77505,261.9877219,9,348,38.75,5.92,13.26,1.239864865,90,rub73,1611.9456,0.3302,4881.725015,3.39498,3.72518,2.173,1.0179,0.468430741,5.64378,6.69928,0.55605677,10.42446,0.029955345
E. rubida,,n,,7,4,Viminales,S,WBgum,50,0,3.4925,8.255,15.875,17,42,6.15,25,63.5,7.9062,5.3978,51.1,46.8,154.7201566,115.3376068,6.652,135.0288817,6,345,66.5,5.67,17.33,2.05643739,90,rub74,1824.3434,0.39076,4668.705599,5.1851,5.57586,1.895,0.8387,0.442585752,7.79746,8.73406,0.638404133,14.30992,0.041478029
E. rubida,,n,,7,5,Viminales,S,WBgum,50,0,2.54,4.7625,4.445,4.5,5,0.4,2,5.08,,,,,,,,,4,343,5,0.57,0.57,0,90,rub75,69.3996,0.00507,13688.28402,0,0.00507,,,,0.00346,0.00346,1.465317919,0.00853,2.49E-05
E. rubida,,n,,8,1,Viminales,S,WBgum,50,12,2.2225,4.7625,9.525,14.5,36,2.3,17,43.18,5.8357,5.3187,26.9,34.5,216.9405204,154.1652174,5.5772,185.5528689,5,344,44.25,2.99,9.62,2.217391304,100,rub81,1179.168,0.11481,10270.60361,0.176,0.29081,1.023,0.4414,0.431476051,1.54769,2.05049,0.141824637,2.3413,0.006806105
E. rubida,,n,,8,2,Viminales,S,WBgum,50,12,3.81,7.9375,15.875,29,54,6.7,22,55.88,5.323,5.7743,32.9,55.5,161.7933131,104.0414414,5.54865,132.9173773,11,350,57.5,6.26,22.59,2.608626198,60,rub82,2027.4895,0.32282,6280.557277,6.5812,6.90402,2.826,1.2624,0.44670913,10.5182,11.869,0.581685062,18.77302,0.0536372
E. rubida,,n,,8,3,Viminales,S,WBgum,50,12,2.8575,6.985,13.335,28.5,51,6.1,24,60.96,3.2963,4.3753,26.9,34.5,122.5390335,126.8202899,3.8358,124.6796617,13,352,62.25,6.94,16.65,1.399135447,30,rub83,1585.744,0.48403,3276.127513,6.2038,6.68783,3.008,1.5035,0.499833777,10.69689,12.26179,0.545420367,18.94962,0.053834148
E. rubida,,n,,8,4,Viminales,S,WBgum,50,12,2.54,5.08,5.08,5,6,0.8,4,10.16,,,,,,,,,12,351,18,1.16,4.1,2.534482759,20,rub84,560.267,0.03297,16993.23628,0,0.03297,0.084,0.036,0.428571429,0.19267,0.22867,0.144181572,0.26164,0.000745413
E. rubida,,n,,8,5,Viminales,S,WBgum,50,12,2.54,5.715,9.525,11.5,41,5.4,19,48.26,9.1117,6.5706,54.1,34.8,168.4232902,188.8103448,7.84115,178.6168175,4,343,51.5,4.85,14.05,1.896907216,40,rub85,1596.0064,0.4387,3638.036016,5.02233,5.46103,2.704,1.2218,0.451849112,5.87976,7.19046,0.759482703,12.65149,0.03688481
E. rubida,,n,,9,1,Viminales,S,WBgum,100,0,2.8575,5.3975,8.89,8,23,2.9,16,40.64,3.7663,3.516,34.8,35.2,108.2270115,99.88636364,3.64115,104.0566876,6,345,41,3.02,7.5,1.483443709,100,rub91,1151.9462,0.22901,5030.113095,0,0.22901,0.477,0.1781,0.373375262,2.00815,2.25625,0.101500277,2.48526,0.007203652
E. rubida,,n,,9,2,Viminales,S,WBgum,100,0,4.7625,9.525,17.78,34,64,5,28,71.12,13.3049,8.919,80.2,61.3,165.8965087,145.497553,11.11195,155.6970309,4,343,75.5,7.19,18.05,1.510431154,50,rub92,1253.6632,0.28289,4431.627841,7.49601,7.7789,4.528,2.0425,0.451082155,8.14386,10.32786,0.753195725,18.10676,0.052789388
E. rubida,,n,,9,3,Viminales,S,WBgum,100,0,3.175,6.35,8.255,8.5,7,0.7,3,7.62,,,,,,,,,4,343,5.25,0.62,0.62,0,100,rub93,76.5773,0.00527,14530.79696,0,0.00527,,,,0.02678,0.02678,0.196788648,0.03205,9.34E-05
E. rubida,,n,leaf area missing for SLA,9,4,Viminales,S,WBgum,100,0,1.905,3.81,6.985,11.5,17,1.7,11,27.94,,,29.9,27.8,,,,,5,344,31.75,1.82,4.21,1.313186813,95,rub94,630.8362,0.07336,8599.184842,0,0.07336,0.249,0.1052,0.42248996,1.27529,1.43819,0.051008559,1.51155,0.004394041
E. rubida,,n,leaf area missing for SLA,9,5,Viminales,S,WBgum,100,0,3.4925,6.985,9.525,21,24,2.7,11,27.94,,,14.5,15.4,,,,,10,349,41.25,3.04,8.65,1.845394737,60,rub95,1436.2812,0.50886,2822.546869,0,0.50886,0.68,0.3087,0.453970588,1.53765,1.87625,0.271211193,2.38511,0.006834126
E. rubida,,n,leaf area missing for SLA,10,1,Viminales,S,WBgum,100,12,5.715,10.795,17.145,31,59,4.5,30,76.2,,,38.4,35.1,,,,,4,343,81.5,6.27,15.53,1.476874003,20,rub101,1064.8534,0.41819,2546.338746,5.83051,6.2487,3.956,1.7921,0.453008089,9.72509,11.59069,0.53911372,17.83939,0.052009883
E. rubida,,n,leaf area missing for SLA,10,2,Viminales,S,WBgum,100,12,2.54,5.3975,9.525,6,13,1.8,10,25.4,,,10.2,10.7,,,,,11,350,31.25,2.95,12.02,3.074576271,50,rub102,1216.9229,0.20196,6025.563973,0.13387,0.33583,0.278,0.1131,0.406834532,1.6863,1.8203,0.184491567,2.15613,0.006160371
E. rubida,,n,leaf area missing for SLA,10,3,Viminales,S,WBgum,100,12,1.5875,5.715,9.525,10,16,1.8,7,17.78,,,11.6,8.6,,,,,11,350,27,2.45,12.56,4.126530612,60,rub103,1409.728,0.35492,3971.959878,0,0.35492,0.334,0.145,0.434131737,1.54107,1.70627,0.208009283,2.06119,0.005889114
E. rubida,,n,leaf area missing for SLA,10,4,Viminales,S,WBgum,100,12,3.4925,5.3975,6.35,5.5,14,1.3,9,22.86,,,8.4,11.4,,,,,10,349,35,2.35,8,2.404255319,90,rub104,251.0532,0.0707,3550.964639,0,0.0707,0.279,0.117,0.419354839,0.55903,0.69583,0.101605277,0.76653,0.002196361
E. rubida,,n,,10,5,Viminales,S,WBgum,100,12,2.54,5.3975,6.35,6,7,0.74,3,7.62,,,,,,,,,6,345,10.25,0.79,0.79,0,90,rub105,51.0546,0.00941,5425.568544,0,0.00941,,,,0.09814,0.09814,0.095883432,0.10755,0.000311739
E. sieberi,,n,,1,1,Obliquae,E,Ash,0,0,2.2225,3.4925,5.08,10,32,3.71,17,43.18,19.8213,15.1068,159.7,142.2,124.1158422,106.2362869,17.46405,115.1760646,8,347,44,4.19,4.19,0,80,sie11,1306.4119,0.30843,4235.683624,1.17021,1.47864,2.093,0.9044,0.432107023,2.4509,3.6572,0.404309308,5.13584,0.014800692
E. sieberi,,y,,1,2,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,1,3,Obliquae,E,Ash,0,0,2.8575,3.175,3.81,5,8,1.5,5,12.7,,,,,,,,,4,343,9.5,1.75,1.75,0,100,sie13,1034.1947,0.194,5330.900515,0,0.194,,,,0.41242,0.41242,0.470394258,0.60642,0.001767988
E. sieberi,,n,,1,4,Obliquae,E,Ash,0,0,0.9525,5.08,6.35,5.5,25,2.3,11,27.94,,,,,,,,,8,347,26.5,2.71,2.71,0,100,sie14,1275.9606,0.15891,8029.454408,0.29768,0.45659,0.839,0.3503,0.417520858,0.85441,1.20471,0.379004076,1.6613,0.004787608
E. sieberi,,y,,1,5,Obliquae,E,Ash,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,2,1,Obliquae,E,Ash,0,12,3.4925,5.08,5.08,4,15,1.7,7,17.78,10.338,,61.2,,168.9215686,,10.338,168.9215686,10,349,17,2.71,2.71,0,100,sie21,788.0097,0.11305,6970.452897,0.20961,0.32266,0.485,0.2197,0.452989691,0.43458,0.71548,0.450969978,1.03814,0.002974613
E. sieberi,,y,,2,2,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,2,3,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,2,4,Obliquae,E,Ash,0,12,2.54,4.7625,5.08,11.5,53,7.09,21.75,55.245,25.5567,23.2458,316.4,282.5,80.77338812,82.2860177,24.40125,81.52970291,8,347,55.5,7.06,7.06,0,100,sie24,2694.6249,0.5432,4960.649669,4.95609,5.49929,5.046,2.0293,0.402160127,12.80725,15.43545,0.356276623,20.93474,0.060330663
E. sieberi,,y,,2,5,Obliquae,E,Ash,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,3,1,Obliquae,E,Ash,12,0,2.2225,3.81,5.08,9,44,6.6,13,33.02,22.057,14.8522,214.8,122.3,102.6862197,121.4407195,18.4546,112.0634696,3,342,58.7,5.91,5.91,0,100,sie31,1983.4935,0.41056,4831.190325,2.83579,3.24635,3.154,1.2957,0.410811668,6.40854,8.04134,0.403707591,11.28769,0.033004942
E. sieberi,,y,,3,2,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,3,3,Obliquae,E,Ash,12,0,2.54,3.4925,5.715,5,17,1.37,8,20.32,7.647,5.6152,45.8,28.2,166.9650655,199.1205674,6.6311,183.0428164,8,347,20.25,2.54,2.54,0,100,sie33,1060.9047,0.23734,4469.978512,0,0.23734,0.37,0.1508,0.407567568,0.41105,0.63585,0.373264135,0.87319,0.002516398
E. sieberi,,n,,3,4,Obliquae,E,Ash,12,0,2.54,5.08,8.89,19,46,6.8,21,53.34,33.8087,20.767,365.8,199.5,92.42400219,104.0952381,27.28785,98.25962014,8,347,46.5,7.42,7.42,0,100,sie34,2148.8051,0.40377,5321.854273,4.81894,5.22271,2.8,1.3246,0.473071429,11.7518,13.6417,0.382848912,18.86441,0.054364294
E. sieberi,,y,,3,5,Obliquae,E,Ash,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,4,1,Obliquae,E,Ash,12,12,3.4925,5.3975,10.16,22,60,5.88,30,76.2,38.229,38.8036,357.6,359.7,106.9043624,107.8776758,38.5163,107.3910191,8,347,80,7.49,7.49,0,80,sie41,2335.1271,0.60512,3858.948804,2.91763,3.52275,3.693,1.5889,0.430246412,9.58243,11.88863,0.296312527,15.41138,0.044413199
E. sieberi,,n,,4,2,Obliquae,E,Ash,12,12,2.54,6.0325,8.89,12,44,4.6,20,50.8,20.2698,,149.7,,135.4028056,,20.2698,135.4028056,13,352,51,4.64,4.64,0,100,sie42,2296.3381,0.24374,9421.26077,1.05869,1.30243,2.015,0.7856,0.389875931,2.06619,3.00149,0.433927816,4.30392,0.012227045
E. sieberi,,n,,4,3,Obliquae,E,Ash,12,12,3.175,6.0325,5.08,9,19,1.9,10,25.4,13.2,,83.5,,158.0838323,,13.2,158.0838323,13,352,23,2.1,3.23,0.538095238,100,sie43,1200.1736,0.14086,8520.329405,0,0.14086,0.47,0.1852,0.394042553,0.34965,0.61835,0.22779979,0.75921,0.002156847
E. sieberi,,n,,4,4,Obliquae,E,Ash,12,12,2.2225,5.08,6.985,18,40,3.6,23,58.42,21.5469,37.4497,129.7,256.5,166.1287587,146.002729,29.4983,156.0657439,8,347,61.5,5.11,5.11,0,100,sie44,2625.4658,0.37633,6976.498818,0.98952,1.36585,2.657,0.9243,0.347873542,6.9788,8.2893,0.164772659,9.65515,0.02782464
E. sieberi,,n,,4,5,Obliquae,E,Ash,12,12,2.2225,4.1275,3.81,6,9,1.4,4,10.16,7.7233,,52.8,,146.2746212,,7.7233,146.2746212,11,350,13,2.12,2.12,0,100,sie45,864.0853,0.18752,4607.963417,0,0.18752,0.312,0.1257,0.402884615,0.35979,0.53829,0.348362407,0.72581,0.002073743
E. sieberi,,n,,5,1,Obliquae,E,Ash,24,0,2.2225,4.1275,4.445,12,30,2.8,12,30.48,15.4437,8.7114,133.9,70.6,115.3375653,123.3909348,12.07755,119.3642501,4,343,32,3.78,3.78,0,100,sie51,737.1742,0.14149,5210.079864,0.52616,0.66765,1.486,0.6405,0.43102288,2.1891,3.0341,0.220048779,3.70175,0.010792274
E. sieberi,,n,,5,2,Obliquae,E,Ash,24,0,3.175,4.7625,6.985,13,28,3.6,18,45.72,16.8195,28.9754,119.2,269.4,141.1031879,107.5553081,22.89745,124.329248,4,343,43,5.4,5.4,0,100,sie52,1260.109,0.1945,6478.709512,1.9494,2.1439,2.467,1.0081,0.408633968,4.57965,5.97635,0.358730663,8.12025,0.023674198
E. sieberi,,n,,5,3,Obliquae,E,Ash,24,0,3.175,5.715,5.715,14,41,3.2,14,35.56,14.2434,23.6871,77.3,101.1,184.2613195,234.2937685,18.96525,209.277544,11,350,5.05,4.13,4.13,0,100,sie53,1360.4701,0.11211,12135.13603,0.66733,0.77944,1.008,0.3911,0.387996032,3.55221,4.12171,0.189105978,4.90115,0.014003286
E. sieberi,,y,,5,4,Obliquae,E,Ash,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,5,5,Obliquae,E,Ash,24,0,3.175,2.54,3.81,4,23,1.5,12,30.48,12.4737,,69.3,,179.995671,,12.4737,179.995671,10,349,12.5,2.05,2.05,0,100,sie55,562.5127,0.05701,9866.912822,0,0.05701,0.408,0.1451,0.355637255,0.84397,1.05837,0.05386585,1.11538,0.003195931
E. sieberi,,n,,6,1,Obliquae,E,Ash,24,12,2.2225,3.81,4.318,7,17,3.44,8.5,21.59,8.1666,5.0684,61,33.3,133.8786885,152.2042042,6.6175,143.0414464,8,347,20.25,2.94,2.94,0,100,sie61,1674.3103,0.38507,4348.067364,0,0.38507,0.364,0.1244,0.341758242,1.1879,1.4066,0.27375942,1.79167,0.005163314
E. sieberi,,n,,6,2,Obliquae,E,Ash,24,12,2.2225,3.4925,3.175,5,26,2.4,13,33.02,8.8849,,59.2,,150.0827703,,8.8849,150.0827703,5,344,30.5,2.5,2.5,0,100,sie62,1065.4423,0.10772,9890.849424,0,0.10772,0.857,0.2805,0.327304551,0.44439,0.78409,0.137382188,0.89181,0.002592471
E. sieberi,,y,,6,3,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,6,4,Obliquae,E,Ash,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,6,5,Obliquae,E,Ash,24,12,1.905,2.54,2.54,2.5,3,0.4,2,5.08,,,,,,,,,13,352,5.25,0.51,0.51,0,100,sie65,42.1157,0.00478,8810.8159,0,0.00478,,,,0.02159,0.02159,0.221398796,0.02637,7.49E-05
E. sieberi,,y,,7,1,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,7,2,Obliquae,E,Ash,50,0,2.2225,2.54,2.54,1.5,3,0.42,1.5,3.81,,,,,,,,,4,343,5.5,0.45,0.45,0,100,sie72,52.8571,0.00365,14481.39726,0,0.00365,,,,0.05262,0.05262,0.06936526,0.05627,0.000164052
E. sieberi,,y,,7,3,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,7,4,Obliquae,E,Ash,50,0,2.54,3.81,5.08,14,29,4.7,12,30.48,19.8348,21.9501,120.9,138.4,164.0595533,158.5989884,20.89245,161.3292709,9,348,0.25,5.5,5.5,0,70,sie74,2481.7933,0.55948,4435.892793,1.72978,2.28926,2.14,0.9191,0.429485981,3.90778,5.08618,0.450094177,7.37544,0.021193793
E. sieberi,,y,,7,5,Obliquae,E,Ash,50,0,,,,,,,,,,,,,,,,,,,60.5,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,8,1,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,8,2,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,8,3,Obliquae,E,Ash,50,12,2.54,3.4925,4.445,12,14,1.6,6,15.24,7.754,,42.8,,181.1682243,,7.754,181.1682243,13,352,17.5,2.11,2.11,0,100,sie83,1178.0526,0.11935,9870.570591,0,0.11935,0.204,0.0855,0.419117647,0.66025,0.78855,0.151353751,0.9079,0.002579261
E. sieberi,,y,,8,4,Obliquae,E,Ash,50,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,8,5,Obliquae,E,Ash,50,12,2.54,4.445,5.715,14,42,4.5,23,58.42,21.8004,29.8718,186.3,268.6,117.0177134,111.2129561,25.8361,114.1153347,4,343,62,5.7,5.7,0,100,sie85,1322.8756,0.28772,4597.788127,2.57686,2.86458,3.25,1.432,0.440615385,6.62104,8.50794,0.336694899,11.37252,0.033156035
E. sieberi,,n,,9,1,Obliquae,E,Ash,100,0,2.8575,4.445,5.08,15,45,5.3,23,58.42,26.3919,23.0302,241.9,195.9,109.1025217,117.5610005,24.71105,113.3317611,6,345,61,7.11,7.11,0,70,sie91,1675.8024,0.49028,3418.051726,4.64547,5.13575,5.704,2.3931,0.419547686,13.57997,16.41087,0.312948064,21.54662,0.062453971
E. sieberi,,y,,9,2,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,9,3,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,9,4,Obliquae,E,Ash,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,no data for final harvest,9,5,Obliquae,E,Ash,100,0,2.2225,5.715,6.985,22,49,6.5,24,60.96,42.8251,35.7052,382.2,348,112.0489273,102.6011494,39.26515,107.3250383,11,350,,,,,,sie95,2031.1861,0.49364,4114.711328,7.215,7.70864,6.634,2.6214,0.395146216,15.42151,18.77311,0.410621362,26.48175,0.075662143
E. sieberi,,n,,10,1,Obliquae,E,Ash,100,12,3.175,5.3975,7.62,12.5,27,3.3,16,40.64,14.3747,18.521,113.6,149.6,126.5378521,123.8034759,16.44785,125.170664,4,343,57.5,5.71,5.71,0,90,sie101,1902.7131,0.25862,7357.176939,1.77005,2.02867,2.388,0.9872,0.413400335,4.1708,5.4212,0.374210507,7.44987,0.021719738
E. sieberi,,y,,10,2,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,y,,10,3,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. sieberi,,n,,10,4,Obliquae,E,Ash,100,12,3.4925,4.7625,6.985,18,29,6.1,26,66.04,17.8411,19.0652,169.1,188.9,105.5062093,100.9274749,18.45315,103.2168421,6,345,67.25,8.61,8.61,0,80,sie104,2706.3063,0.72031,3757.141092,9.40098,10.12129,4.809,1.9484,0.405156997,16.8486,19.155,0.528388932,29.27629,0.084858812
E. sieberi,,y,,10,5,Obliquae,E,Ash,100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. subcrenulata,,y,,1,1,Viminales,S,AlpWBYgum,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. subcrenulata,,n,,1,2,Viminales,S,AlpWBYgum,0,0,3.81,7.3025,10.16,9,26,2.9,10,25.4,5.8603,8.2681,38.7,60.4,151.4289406,136.8890728,7.0642,144.1590067,11,350,26.25,3.04,3.67,0.207236842,90,sub12,2542.1151,0.30686,8284.283061,0.68641,0.99327,0.666,0.32224,0.483843844,1.2801,1.70144,0.583781973,2.69471,0.007699171
E. subcrenulata,,n,,1,3,Viminales,S,AlpWBYgum,0,0,2.54,3.81,3.81,3.5,4,1.3,2,5.08,3.2783,4.3005,14.1,23.7,232.5035461,181.4556962,3.7894,206.9796212,4,343,4.25,1.1,1.1,0,50,sub13,171.5398,0.0105,16337.12381,0,0.0105,,,,0.09601,0.13381,0.078469472,0.14431,0.000420729
E. subcrenulata,,n,,1,4,Viminales,S,AlpWBYgum,0,0,3.4925,5.08,5.08,4.5,15,1.7,7,17.78,5.3901,4.3264,40.5,44.3,133.0888889,97.66139955,4.85825,115.3751442,8,347,16.25,1.95,1.95,0,70,sub14,2748.8885,0.37333,7363.159939,0,0.37333,0.36,0.16901,0.469472222,0.46536,0.71917,0.51911231,1.0925,0.003148415
E. subcrenulata,,n,,1,5,Viminales,S,AlpWBYgum,0,0,3.81,4.445,1.905,4,13,2.4,6,15.24,4.5442,,33.5,,135.6477612,,4.5442,135.6477612,4,343,12.5,1.83,1.83,0,100,sub15,2173.6367,0.3102,7007.210509,0,0.3102,0.189,0.10208,0.54010582,0.2609,0.39648,0.782384988,0.70668,0.002060292
E. subcrenulata,,y,,2,1,Viminales,S,AlpWBYgum,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. subcrenulata,,n,,2,2,Viminales,S,AlpWBYgum,0,12,3.4925,4.7625,4.445,4,12,1.5,5,12.7,3.1535,,16.9,,186.5976331,,3.1535,186.5976331,13,352,13,1.81,1.81,0,100,sub22,1884.904,0.24026,7845.267627,0,0.24026,0.23,0.11045,0.480217391,0.21416,0.34151,0.703522591,0.58177,0.001652756
E. subcrenulata,,n,,2,3,Viminales,S,AlpWBYgum,0,12,3.4925,4.445,5.08,8,19,1.9,8,20.32,,,,,,,,,13,352,23,1.9,2.6,0.368421053,100,sub23,513.1711,0.06281,8170.213342,0,0.06281,0.411,0.15384,0.374306569,0.27562,0.42946,0.146253435,0.49227,0.001398494
